date,product,sku,quantity,unit_type,price_per_unit,multiplier,owner,repository_slug,username,actions_workflow,notes
2023-06-12,Actions,Compute - UBUNTU_8_CORE,26,minute,0.032,1.0,mattermost,enterprise,agnivade,.github/workflows/ci.yml,
2023-06-12,Actions,Compute - UBUNTU_8_CORE,68,minute,0.032,1.0,mattermost,mattermost,isacikgoz,.github/workflows/server-ci-pr.yml,
2023-06-12,Actions,Compute - UBUNTU_8_CORE,73,minute,0.032,1.0,mattermost,mattermost,agnivade,.github/workflows/ci.yml,
2023-06-12,Actions,Compute - UBUNTU_8_CORE,134,minute,0.032,1.0,mattermost,mattermost,fmartingr,.github/workflows/server-ci-pr.yml,
2023-06-12,Actions,Compute - UBUNTU_8_CORE,131,minute,0.032,1.0,mattermost,mattermost,mattermost-build,.github/workflows/server-ci-pr.yml,
2023-06-12,Actions,Compute - UBUNTU_8_CORE,12,minute,0.032,1.0,mattermost,mattermost,isacikgoz,.github/workflows/esrupgrade.yml,
2023-06-12,Actions,Compute - UBUNTU_8_CORE,12,minute,0.032,1.0,mattermost,mattermost,mvitale1989,.github/workflows/esrupgrade.yml,
2023-06-12,Actions,Compute - UBUNTU_8_CORE,142,minute,0.032,1.0,mattermost,mattermost,isacikgoz,.github/workflows/server-ci-master.yml,
2023-06-12,Actions,Compute - UBUNTU_8_CORE,139,minute,0.032,1.0,mattermost,mattermost,mvitale1989,.github/workflows/server-ci-master.yml,
2023-06-12,Actions,Compute - UBUNTU_8_CORE,135,minute,0.032,1.0,mattermost,mattermost,mvitale1989,.github/workflows/server-ci-pr.yml,
2023-06-12,Actions,Compute - UBUNTU_8_CORE,68,minute,0.032,1.0,mattermost,mattermost,toninis,.github/workflows/server-ci-pr.yml,
2023-06-12,Actions,Compute - UBUNTU_8_CORE,347,minute,0.032,1.0,mattermost,mattermost,mattermost-build,.github/workflows/ci.yml,
2023-06-12,Actions,Compute - UBUNTU,18,minute,0.008,1.0,mattermost,mattermost-plugin-alertmanager,dependabot[bot],.github/workflows/auto-merge-deps.yml,
2023-06-12,Actions,Compute - UBUNTU,36,minute,0.008,1.0,mattermost,mattermost-plugin-alertmanager,dependabot[bot],.github/workflows/test.yml,
2023-06-12,Actions,Compute - UBUNTU,39,minute,0.008,1.0,mattermost,mattermost-plugin-alertmanager,dependabot[bot],.github/workflows/build.yml,
2023-06-12,Actions,Compute - UBUNTU,35,minute,0.008,1.0,mattermost,mattermost-plugin-alertmanager,dependabot[bot],.github/workflows/golangci-lint.yml,
2023-06-12,Actions,Compute - UBUNTU_8_CORE,84,minute,0.032,1.0,mattermost,mattermost,pvev,.github/workflows/server-ci-pr.yml,
2023-06-12,Actions,Compute - UBUNTU_4_CORE,14,minute,0.016,1.0,mattermost,mattermost,unified-ci-app[bot],.github/workflows/e2e-tests-ci.yml,
2023-06-12,Actions,Compute - UBUNTU_8_CORE,26,minute,0.032,1.0,mattermost,mattermost,hmhealey,.github/workflows/esrupgrade.yml,
2023-06-12,Actions,Compute - UBUNTU_8_CORE,65,minute,0.032,1.0,mattermost,mattermost,lieut-data,.github/workflows/server-ci-pr.yml,
2023-06-12,Actions,Compute - UBUNTU_8_CORE,73,minute,0.032,1.0,mattermost,mattermost,sbishel,.github/workflows/ci.yml,
2023-06-12,Actions,Compute - UBUNTU_8_CORE,282,minute,0.032,1.0,mattermost,mattermost,hmhealey,.github/workflows/server-ci-master.yml,
2023-06-12,Actions,Compute - UBUNTU,146,minute,0.008,1.0,mattermost,customer-web-server,nickmisasi,.github/workflows/ci.yaml,
2023-06-12,Actions,Compute - UBUNTU_8_CORE,12,minute,0.032,1.0,mattermost,mattermost,nickmisasi,.github/workflows/esrupgrade.yml,
2023-06-12,Actions,Compute - UBUNTU_8_CORE,137,minute,0.032,1.0,mattermost,mattermost,nickmisasi,.github/workflows/server-ci-master.yml,
2023-06-12,Actions,Compute - UBUNTU_8_CORE,195,minute,0.032,1.0,mattermost,mattermost,mgdelacroix,.github/workflows/server-ci-pr.yml,
2023-06-12,Actions,Compute - UBUNTU_8_CORE,13,minute,0.032,1.0,mattermost,mattermost,BenCookie95,.github/workflows/esrupgrade.yml,
2023-06-12,Actions,Compute - UBUNTU_8_CORE,129,minute,0.032,1.0,mattermost,mattermost,BenCookie95,.github/workflows/server-ci-master.yml,
2023-06-12,Actions,Compute - UBUNTU_8_CORE,12,minute,0.032,1.0,mattermost,mattermost,marianunez,.github/workflows/esrupgrade.yml,
2023-06-12,Actions,Compute - UBUNTU_8_CORE,62,minute,0.032,1.0,mattermost,mattermost,streamer45,.github/workflows/server-ci-pr.yml,
2023-06-12,Actions,Compute - UBUNTU_8_CORE,24,minute,0.032,1.0,mattermost,mattermost,mgdelacroix,.github/workflows/esrupgrade.yml,
2023-06-12,Actions,Compute - UBUNTU_8_CORE,132,minute,0.032,1.0,mattermost,mattermost,marianunez,.github/workflows/server-ci-master.yml,
2023-06-12,Actions,Compute - UBUNTU_8_CORE,273,minute,0.032,1.0,mattermost,mattermost,mgdelacroix,.github/workflows/server-ci-master.yml,
2023-06-12,Actions,Compute - UBUNTU_8_CORE,127,minute,0.032,1.0,mattermost,mattermost,sbishel,.github/workflows/server-ci-pr.yml,
2023-06-12,Actions,Compute - UBUNTU_8_CORE,218,minute,0.032,1.0,mattermost,mattermost,JulienTant,.github/workflows/server-ci-pr.yml,
2023-06-12,Actions,Compute - UBUNTU_8_CORE,63,minute,0.032,1.0,mattermost,mattermost,marianunez,.github/workflows/server-ci-pr.yml,
2023-06-12,Actions,Compute - UBUNTU,3,minute,0.008,1.0,mattermost,mattermost-plugin-broomer,spirosoik,.github/workflows/ci.yml,
2023-06-12,Actions,Compute - UBUNTU,27,minute,0.008,1.0,mattermost,mattermost-plugin-workflow,hanzei,.github/workflows/ci.yml,
2023-06-12,Actions,Compute - UBUNTU_8_CORE,12,minute,0.032,1.0,mattermost,mattermost,streamer45,.github/workflows/esrupgrade.yml,
2023-06-12,Actions,Compute - UBUNTU,31,minute,0.008,1.0,mattermost,mattermost-plugin-dependency-track,spirosoik,.github/workflows/ci.yml,
2023-06-12,Actions,Compute - UBUNTU,27,minute,0.008,1.0,mattermost,mattermost-plugin-badges,spirosoik,.github/workflows/ci.yml,
2023-06-12,Actions,Compute - UBUNTU_4_CORE,15,minute,0.016,1.0,mattermost,mattermost-plugin-apps,toninis,.github/workflows/ci.yaml,
2023-06-12,Actions,Compute - UBUNTU_8_CORE,130,minute,0.032,1.0,mattermost,mattermost,streamer45,.github/workflows/server-ci-master.yml,
2023-06-12,Actions,Compute - UBUNTU,47,minute,0.008,1.0,mattermost,enterprise,mattermost-build,.github/workflows/ci.yml,
2023-06-12,Actions,Compute - UBUNTU_8_CORE,13,minute,0.032,1.0,mattermost,enterprise,mattermost-build,.github/workflows/ci.yml,
2023-06-12,Actions,Compute - UBUNTU_8_CORE,68,minute,0.032,1.0,mattermost,mattermost,vish9812,.github/workflows/server-ci-pr.yml,
2023-06-12,Shared Storage,Shared Storage,2.1711,gb-day,0.008,1.0,mattermost,mattermost-plugin-badges,,,
2023-06-12,Shared Storage,Shared Storage,3.8521,gb-day,0.008,1.0,mattermost,mattermost-plugin-dependency-track,,,
2023-06-12,Shared Storage,Shared Storage,0.0022,gb-day,0.008,1.0,mattermost,customer-web-server,,,
2023-06-12,Shared Storage,Shared Storage,1.2886,gb-day,0.008,1.0,mattermost,mattermost-plugin-workflow,,,
2023-06-12,Shared Storage,Shared Storage,19.7035,gb-day,0.008,1.0,mattermost,enterprise,,,
2023-06-13,Actions,Compute - UBUNTU_8_CORE,68,minute,0.032,1.0,mattermost,mattermost,agnivade,.github/workflows/server-ci-pr.yml,
2023-06-13,Actions,Compute - UBUNTU,49,minute,0.008,1.0,mattermost,enterprise,agnivade,.github/workflows/ci.yml,
2023-06-13,Actions,Compute - UBUNTU_8_CORE,12,minute,0.032,1.0,mattermost,mattermost,agnivade,.github/workflows/esrupgrade.yml,
2023-06-13,Actions,Compute - UBUNTU_8_CORE,131,minute,0.032,1.0,mattermost,mattermost,agnivade,.github/workflows/server-ci-master.yml,
2023-06-13,Actions,Compute - UBUNTU_8_CORE,12,minute,0.032,1.0,mattermost,enterprise,agnivade,.github/workflows/ci.yml,
2023-06-13,Actions,Compute - UBUNTU_8_CORE,61,minute,0.032,1.0,mattermost,mattermost,isacikgoz,.github/workflows/server-ci-pr.yml,
2023-06-13,Actions,Compute - UBUNTU,42,minute,0.008,1.0,mattermost,enterprise,toninis,.github/workflows/ci.yml,
2023-06-13,Actions,Compute - UBUNTU_8_CORE,68,minute,0.032,1.0,mattermost,mattermost,mvitale1989,.github/workflows/server-ci-pr.yml,
2023-06-13,Actions,Compute - UBUNTU_8_CORE,12,minute,0.032,1.0,mattermost,enterprise,toninis,.github/workflows/ci.yml,
2023-06-13,Actions,Compute - UBUNTU_8_CORE,178,minute,0.032,1.0,mattermost,mattermost,unified-ci-app[bot],.github/workflows/e2e-tests-ci.yml,
2023-06-13,Actions,Compute - UBUNTU_8_CORE,55,minute,0.032,1.0,mattermost,mattermost,fmartingr,.github/workflows/server-ci-pr.yml,
2023-06-13,Actions,Compute - UBUNTU_8_CORE,34,minute,0.032,1.0,mattermost,mattermost,sbishel,.github/workflows/esrupgrade.yml,
2023-06-13,Actions,Compute - UBUNTU_8_CORE,394,minute,0.032,1.0,mattermost,mattermost,sbishel,.github/workflows/server-ci-master.yml,
2023-06-13,Actions,Compute - UBUNTU_8_CORE,12,minute,0.032,1.0,mattermost,mattermost,mvitale1989,.github/workflows/esrupgrade.yml,
2023-06-13,Actions,Compute - UBUNTU_8_CORE,127,minute,0.032,1.0,mattermost,mattermost,mvitale1989,.github/workflows/server-ci-master.yml,
2023-06-13,Actions,Compute - UBUNTU_4_CORE,22,minute,0.016,1.0,mattermost,mattermost-plugin-playbooks,crspeller,.github/workflows/ci.yaml,
2023-06-13,Actions,Compute - UBUNTU_8_CORE,24,minute,0.032,1.0,mattermost,mattermost-plugin-playbooks,crspeller,.github/workflows/ci.yaml,
2023-06-13,Actions,Compute - UBUNTU_8_CORE,192,minute,0.032,1.0,mattermost,mattermost,marianunez,.github/workflows/server-ci-pr.yml,
2023-06-13,Actions,Compute - UBUNTU_8_CORE,50,minute,0.032,1.0,mattermost,mattermost,mgdelacroix,.github/workflows/server-ci-pr.yml,
2023-06-13,Actions,Compute - UBUNTU_8_CORE,65,minute,0.032,1.0,mattermost,mattermost,JulienTant,.github/workflows/server-ci-pr.yml,
2023-06-13,Actions,Compute - UBUNTU_8_CORE,23,minute,0.032,1.0,mattermost,mattermost,JulienTant,.github/workflows/esrupgrade.yml,
2023-06-13,Actions,Compute - UBUNTU_8_CORE,265,minute,0.032,1.0,mattermost,mattermost,JulienTant,.github/workflows/server-ci-master.yml,
2023-06-13,Actions,Compute - UBUNTU,45,minute,0.008,1.0,mattermost,enterprise,JulienTant,.github/workflows/ci.yml,
2023-06-13,Actions,Compute - UBUNTU_8_CORE,43,minute,0.032,1.0,mattermost,mattermost,sbishel,.github/workflows/ci.yml,
2023-06-13,Actions,Compute - UBUNTU_8_CORE,8,minute,0.032,1.0,mattermost,mattermost,hmhealey,.github/workflows/esrupgrade.yml,
2023-06-13,Actions,Compute - UBUNTU_8_CORE,138,minute,0.032,1.0,mattermost,mattermost,hmhealey,.github/workflows/server-ci-master.yml,
2023-06-13,Actions,Compute - UBUNTU_8_CORE,128,minute,0.032,1.0,mattermost,mattermost,mattermost-build,.github/workflows/server-ci-pr.yml,
2023-06-13,Actions,Compute - UBUNTU_8_CORE,13,minute,0.032,1.0,mattermost,enterprise,JulienTant,.github/workflows/ci.yml,
2023-06-13,Actions,Compute - UBUNTU_8_CORE,70,minute,0.032,1.0,mattermost,mattermost,mattermost-build,.github/workflows/ci.yml,
2023-06-13,Actions,Compute - UBUNTU_8_CORE,12,minute,0.032,1.0,mattermost,mattermost,saturninoabril,.github/workflows/esrupgrade.yml,
2023-06-13,Actions,Compute - UBUNTU_8_CORE,137,minute,0.032,1.0,mattermost,mattermost,saturninoabril,.github/workflows/server-ci-master.yml,
2023-06-13,Actions,Compute - UBUNTU,3,minute,0.008,1.0,mattermost,mattermost-plugin-broomer,spirosoik,.github/workflows/ci.yml,
2023-06-13,Actions,Compute - UBUNTU,27,minute,0.008,1.0,mattermost,mattermost-plugin-workflow,hanzei,.github/workflows/ci.yml,
2023-06-13,Actions,Compute - UBUNTU,31,minute,0.008,1.0,mattermost,mattermost-plugin-dependency-track,spirosoik,.github/workflows/ci.yml,
2023-06-13,Actions,Compute - UBUNTU,28,minute,0.008,1.0,mattermost,mattermost-plugin-badges,spirosoik,.github/workflows/ci.yml,
2023-06-13,Actions,Compute - UBUNTU_4_CORE,16,minute,0.016,1.0,mattermost,mattermost-plugin-apps,toninis,.github/workflows/ci.yaml,
2023-06-13,Shared Storage,Shared Storage,3.8124,gb-day,0.008,1.0,mattermost,mattermost-plugin-dependency-track,,,
2023-06-13,Shared Storage,Shared Storage,2.1491,gb-day,0.008,1.0,mattermost,mattermost-plugin-badges,,,
2023-06-13,Shared Storage,Shared Storage,21.2248,gb-day,0.008,1.0,mattermost,enterprise,,,
2023-06-13,Shared Storage,Shared Storage,1.2947,gb-day,0.008,1.0,mattermost,mattermost-plugin-workflow,,,
2023-06-13,Shared Storage,Shared Storage,0.0022,gb-day,0.008,1.0,mattermost,customer-web-server,,,
2023-06-14,Actions,Compute - UBUNTU_8_CORE,301,minute,0.032,1.0,mattermost,mattermost,unified-ci-app[bot],.github/workflows/e2e-tests-ci.yml,
2023-06-14,Actions,Compute - UBUNTU_8_CORE,24,minute,0.032,1.0,mattermost,mattermost,pvev,.github/workflows/esrupgrade.yml,
2023-06-14,Actions,Compute - UBUNTU_8_CORE,400,minute,0.032,1.0,mattermost,mattermost,mgdelacroix,.github/workflows/server-ci-pr.yml,
2023-06-14,Actions,Compute - UBUNTU_8_CORE,279,minute,0.032,1.0,mattermost,mattermost,pvev,.github/workflows/server-ci-master.yml,
2023-06-14,Actions,Compute - UBUNTU,86,minute,0.008,1.0,mattermost,enterprise,toninis,.github/workflows/ci.yml,
2023-06-14,Actions,Compute - UBUNTU_8_CORE,28,minute,0.032,1.0,mattermost,enterprise,toninis,.github/workflows/ci.yml,
2023-06-14,Actions,Compute - UBUNTU,24,minute,0.008,1.0,mattermost,test-private-project,unified-ci-app[bot],.github/workflows/test.yaml,
2023-06-14,Actions,Compute - UBUNTU_8_CORE,68,minute,0.032,1.0,mattermost,mattermost,fmartingr,.github/workflows/server-ci-pr.yml,
2023-06-14,Actions,Compute - UBUNTU_8_CORE,165,minute,0.032,1.0,mattermost,mattermost,mgdelacroix,.github/workflows/ci.yml,
2023-06-14,Actions,Compute - UBUNTU_8_CORE,12,minute,0.032,1.0,mattermost,mattermost,marianunez,.github/workflows/esrupgrade.yml,
2023-06-14,Actions,Compute - UBUNTU_8_CORE,10,minute,0.032,1.0,mattermost,mattermost,marianunez,.github/workflows/server-ci-pr.yml,
2023-06-14,Actions,Compute - UBUNTU_8_CORE,136,minute,0.032,1.0,mattermost,mattermost,marianunez,.github/workflows/server-ci-master.yml,
2023-06-14,Actions,Compute - UBUNTU_8_CORE,16,minute,0.032,1.0,mattermost,mattermost,harshilsharma63,.github/workflows/esrupgrade.yml,
2023-06-14,Actions,Compute - UBUNTU_8_CORE,128,minute,0.032,1.0,mattermost,mattermost,harshilsharma63,.github/workflows/server-ci-master.yml,
2023-06-14,Actions,Compute - UBUNTU_8_CORE,12,minute,0.032,1.0,mattermost,mattermost,cpoile,.github/workflows/esrupgrade.yml,
2023-06-14,Actions,Compute - UBUNTU_8_CORE,124,minute,0.032,1.0,mattermost,mattermost,cpoile,.github/workflows/server-ci-master.yml,
2023-06-14,Actions,Compute - UBUNTU_8_CORE,63,minute,0.032,1.0,mattermost,mattermost,wiggin77,.github/workflows/server-ci-pr.yml,
2023-06-14,Actions,Compute - UBUNTU_8_CORE,255,minute,0.032,1.0,mattermost,mattermost,mvitale1989,.github/workflows/server-ci-pr.yml,
2023-06-14,Actions,Compute - UBUNTU_8_CORE,36,minute,0.032,1.0,mattermost,mattermost,hmhealey,.github/workflows/esrupgrade.yml,
2023-06-14,Actions,Compute - UBUNTU_4_CORE,22,minute,0.016,1.0,mattermost,desktop,cpoile,.github/workflows/ci.yaml,
2023-06-14,Actions,Compute - UBUNTU_8_CORE,128,minute,0.032,1.0,mattermost,mattermost,hmhealey,.github/workflows/server-ci-pr.yml,
2023-06-14,Actions,Compute - UBUNTU,47,minute,0.008,1.0,mattermost,enterprise,mattermost-build,.github/workflows/ci.yml,
2023-06-14,Actions,Compute - UBUNTU_8_CORE,262,minute,0.032,1.0,mattermost,mattermost,hmhealey,.github/workflows/server-ci-master.yml,
2023-06-14,Actions,Compute - UBUNTU_8_CORE,12,minute,0.032,1.0,mattermost,mattermost,JulienTant,.github/workflows/esrupgrade.yml,
2023-06-14,Actions,Compute - UBUNTU_8_CORE,131,minute,0.032,1.0,mattermost,mattermost,JulienTant,.github/workflows/server-ci-master.yml,
2023-06-14,Actions,Compute - UBUNTU_8_CORE,19,minute,0.032,1.0,mattermost,enterprise,mattermost-build,.github/workflows/ci.yml,
2023-06-14,Actions,Compute - UBUNTU_4_CORE,44,minute,0.016,1.0,mattermost,mattermost-plugin-playbooks,lieut-data,.github/workflows/ci.yaml,
2023-06-14,Actions,Compute - UBUNTU_8_CORE,61,minute,0.032,1.0,mattermost,mattermost-plugin-playbooks,lieut-data,.github/workflows/ci.yaml,
2023-06-14,Actions,Compute - UBUNTU_8_CORE,132,minute,0.032,1.0,mattermost,mattermost,sbishel,.github/workflows/server-ci-pr.yml,
2023-06-14,Actions,Compute - UBUNTU_8_CORE,12,minute,0.032,1.0,mattermost,mattermost,mgdelacroix,.github/workflows/esrupgrade.yml,
2023-06-14,Actions,Compute - UBUNTU_8_CORE,184,minute,0.032,1.0,mattermost,mattermost,mgdelacroix,.github/workflows/server-ci-master.yml,
2023-06-14,Actions,Compute - UBUNTU_8_CORE,256,minute,0.032,1.0,mattermost,mattermost,mattermost-build,.github/workflows/server-ci-pr.yml,
2023-06-14,Actions,Compute - UBUNTU,3,minute,0.008,1.0,mattermost,mattermost-plugin-broomer,spirosoik,.github/workflows/ci.yml,
2023-06-14,Actions,Compute - UBUNTU,26,minute,0.008,1.0,mattermost,mattermost-plugin-workflow,hanzei,.github/workflows/ci.yml,
2023-06-14,Actions,Compute - UBUNTU,32,minute,0.008,1.0,mattermost,mattermost-plugin-dependency-track,spirosoik,.github/workflows/ci.yml,
2023-06-14,Actions,Compute - UBUNTU,29,minute,0.008,1.0,mattermost,mattermost-plugin-badges,spirosoik,.github/workflows/ci.yml,
2023-06-14,Actions,Compute - UBUNTU_4_CORE,14,minute,0.016,1.0,mattermost,mattermost-plugin-apps,toninis,.github/workflows/ci.yaml,
2023-06-14,Actions,Compute - UBUNTU_8_CORE,12,minute,0.032,1.0,mattermost,mattermost,saturninoabril,.github/workflows/esrupgrade.yml,
2023-06-14,Actions,Compute - UBUNTU_8_CORE,33,minute,0.032,1.0,mattermost,mattermost,saturninoabril,.github/workflows/server-ci-master.yml,
2023-06-14,Actions,Compute - UBUNTU_8_CORE,12,minute,0.032,1.0,mattermost,mattermost,mvitale1989,.github/workflows/esrupgrade.yml,
2023-06-14,Actions,Compute - UBUNTU_8_CORE,10,minute,0.032,1.0,mattermost,mattermost,mvitale1989,.github/workflows/server-ci-master.yml,
2023-06-14,Shared Storage,Shared Storage,2.1417,gb-day,0.008,1.0,mattermost,mattermost-plugin-badges,,,
2023-06-14,Shared Storage,Shared Storage,1.319,gb-day,0.008,1.0,mattermost,mattermost-plugin-workflow,,,
2023-06-14,Shared Storage,Shared Storage,24.2593,gb-day,0.008,1.0,mattermost,enterprise,,,
2023-06-14,Shared Storage,Shared Storage,3.8124,gb-day,0.008,1.0,mattermost,mattermost-plugin-dependency-track,,,
2023-06-14,Shared Storage,Shared Storage,0.0021,gb-day,0.008,1.0,mattermost,customer-web-server,,,
2023-06-15,Actions,Compute - UBUNTU_8_CORE,154,minute,0.032,1.0,mattermost,mattermost,saturninoabril,.github/workflows/server-ci-master.yml,
2023-06-15,Actions,Compute - UBUNTU_8_CORE,109,minute,0.032,1.0,mattermost,mattermost,mvitale1989,.github/workflows/server-ci-master.yml,
2023-06-15,Actions,Compute - UBUNTU_8_CORE,64,minute,0.032,1.0,mattermost,mattermost,mgdelacroix,.github/workflows/server-ci-pr.yml,
2023-06-15,Actions,Compute - UBUNTU_8_CORE,187,minute,0.032,1.0,mattermost,mattermost,mattermost-build,.github/workflows/server-ci-pr.yml,
2023-06-15,Actions,Compute - UBUNTU_8_CORE,187,minute,0.032,1.0,mattermost,mattermost,unified-ci-app[bot],.github/workflows/e2e-tests-ci.yml,
2023-06-15,Actions,Compute - UBUNTU_8_CORE,12,minute,0.032,1.0,mattermost,mattermost,mgdelacroix,.github/workflows/esrupgrade.yml,
2023-06-15,Actions,Compute - UBUNTU_8_CORE,114,minute,0.032,1.0,mattermost,mattermost,mgdelacroix,.github/workflows/server-ci-master.yml,
2023-06-15,Actions,Compute - UBUNTU,260,minute,0.008,1.0,mattermost,enterprise,toninis,.github/workflows/ci.yml,
2023-06-15,Actions,Compute - UBUNTU,6,minute,0.008,1.0,mattermost,test-private-project,unified-ci-app[bot],.github/workflows/test.yaml,
2023-06-15,Actions,Compute - UBUNTU_8_CORE,210,minute,0.032,1.0,mattermost,enterprise,toninis,.github/workflows/ci.yml,
2023-06-15,Actions,Compute - UBUNTU,9,minute,0.008,1.0,mattermost,delivery-platform,toninis,.github/workflows/ci.yaml,
2023-06-15,Actions,Compute - UBUNTU_8_CORE,67,minute,0.032,1.0,mattermost,mattermost,fmartingr,.github/workflows/server-ci-pr.yml,
2023-06-15,Actions,Compute - UBUNTU_8_CORE,12,minute,0.032,1.0,mattermost,mattermost,wiggin77,.github/workflows/esrupgrade.yml,
2023-06-15,Actions,Compute - UBUNTU_8_CORE,111,minute,0.032,1.0,mattermost,mattermost,wiggin77,.github/workflows/server-ci-master.yml,
2023-06-15,Actions,Compute - UBUNTU_8_CORE,12,minute,0.032,1.0,mattermost,mattermost,nickmisasi,.github/workflows/esrupgrade.yml,
2023-06-15,Actions,Compute - UBUNTU_8_CORE,263,minute,0.032,1.0,mattermost,mattermost-plugin-playbooks,lieut-data,.github/workflows/ci.yaml,
2023-06-15,Actions,Compute - UBUNTU_8_CORE,109,minute,0.032,1.0,mattermost,mattermost,nickmisasi,.github/workflows/server-ci-master.yml,
2023-06-15,Actions,Compute - UBUNTU_8_CORE,12,minute,0.032,1.0,mattermost,mattermost,saturninoabril,.github/workflows/esrupgrade.yml,
2023-06-15,Actions,Compute - UBUNTU_4_CORE,13,minute,0.016,1.0,mattermost,mattermost-plugin-playbooks,lieut-data,.github/workflows/ci.yaml,
2023-06-15,Actions,Compute - UBUNTU_8_CORE,63,minute,0.032,1.0,mattermost,mattermost,lieut-data,.github/workflows/server-ci-pr.yml,
2023-06-15,Actions,Compute - UBUNTU_4_CORE,47,minute,0.016,1.0,mattermost,desktop,mattermost-build,.github/workflows/ci.yaml,
2023-06-15,Actions,Compute - UBUNTU,48,minute,0.008,1.0,mattermost,enterprise,mattermost-build,.github/workflows/ci.yml,
2023-06-15,Actions,Compute - UBUNTU_8_CORE,12,minute,0.032,1.0,mattermost,mattermost,mattermost-build,.github/workflows/esrupgrade.yml,
2023-06-15,Actions,Compute - UBUNTU_8_CORE,62,minute,0.032,1.0,mattermost,mattermost,mattermost-build,.github/workflows/server-ci-master.yml,
2023-06-15,Actions,Compute - UBUNTU_8_CORE,14,minute,0.032,1.0,mattermost,enterprise,mattermost-build,.github/workflows/ci.yml,
2023-06-15,Actions,Compute - UBUNTU_8_CORE,67,minute,0.032,1.0,mattermost,mattermost,hmhealey,.github/workflows/server-ci-pr.yml,
2023-06-15,Actions,Compute - UBUNTU_8_CORE,12,minute,0.032,1.0,mattermost,mattermost,agnivade,.github/workflows/esrupgrade.yml,
2023-06-15,Actions,Compute - UBUNTU_8_CORE,115,minute,0.032,1.0,mattermost,mattermost,agnivade,.github/workflows/server-ci-master.yml,
2023-06-15,Actions,Compute - UBUNTU_8_CORE,24,minute,0.032,1.0,mattermost,mattermost,hmhealey,.github/workflows/esrupgrade.yml,
2023-06-15,Actions,Compute - UBUNTU_8_CORE,12,minute,0.032,1.0,mattermost,mattermost,amyblais,.github/workflows/esrupgrade.yml,
2023-06-15,Actions,Compute - UBUNTU_8_CORE,218,minute,0.032,1.0,mattermost,mattermost,hmhealey,.github/workflows/server-ci-master.yml,
2023-06-15,Actions,Compute - UBUNTU_8_CORE,68,minute,0.032,1.0,mattermost,mattermost,amyblais,.github/workflows/server-ci-master.yml,
2023-06-15,Actions,Compute - UBUNTU_8_CORE,13,minute,0.032,1.0,mattermost,mattermost,larkox,.github/workflows/esrupgrade.yml,
2023-06-15,Actions,Compute - UBUNTU_8_CORE,111,minute,0.032,1.0,mattermost,mattermost,larkox,.github/workflows/server-ci-master.yml,
2023-06-15,Actions,Compute - UBUNTU_8_CORE,70,minute,0.032,1.0,mattermost,mattermost,mattermod,.github/workflows/ci.yml,
2023-06-15,Actions,Compute - UBUNTU_8_CORE,12,minute,0.032,1.0,mattermost,mattermost,lieut-data,.github/workflows/esrupgrade.yml,
2023-06-15,Actions,Compute - UBUNTU_8_CORE,110,minute,0.032,1.0,mattermost,mattermost,lieut-data,.github/workflows/server-ci-master.yml,
2023-06-15,Actions,Compute - UBUNTU,58,minute,0.008,1.0,mattermost,customer-web-server,nickmisasi,.github/workflows/ci.yaml,
2023-06-15,Actions,Compute - UBUNTU_8_CORE,220,minute,0.032,1.0,mattermost,mattermost,mattermost-build,.github/workflows/ci.yml,
2023-06-15,Actions,Compute - UBUNTU_4_CORE,28,minute,0.016,1.0,mattermost,desktop,devinbinnie,.github/workflows/ci.yaml,
2023-06-15,Actions,Compute - UBUNTU_4_CORE,26,minute,0.016,1.0,mattermost,desktop,cpoile,.github/workflows/ci.yaml,
2023-06-15,Actions,Compute - UBUNTU,3,minute,0.008,1.0,mattermost,mattermost-plugin-broomer,spirosoik,.github/workflows/ci.yml,
2023-06-15,Actions,Compute - UBUNTU,28,minute,0.008,1.0,mattermost,mattermost-plugin-workflow,hanzei,.github/workflows/ci.yml,
2023-06-15,Actions,Compute - UBUNTU,31,minute,0.008,1.0,mattermost,mattermost-plugin-dependency-track,spirosoik,.github/workflows/ci.yml,
2023-06-15,Actions,Compute - UBUNTU,28,minute,0.008,1.0,mattermost,mattermost-plugin-badges,spirosoik,.github/workflows/ci.yml,
2023-06-15,Actions,Compute - UBUNTU_4_CORE,14,minute,0.016,1.0,mattermost,mattermost-plugin-apps,toninis,.github/workflows/ci.yaml,
2023-06-15,Actions,Compute - UBUNTU_8_CORE,122,minute,0.032,1.0,mattermost,mattermost,marianunez,.github/workflows/server-ci-pr.yml,
2023-06-15,Shared Storage,Shared Storage,25.6536,gb-day,0.008,1.0,mattermost,enterprise,,,
2023-06-15,Shared Storage,Shared Storage,2.1196,gb-day,0.008,1.0,mattermost,mattermost-plugin-badges,,,
2023-06-15,Shared Storage,Shared Storage,3.8124,gb-day,0.008,1.0,mattermost,mattermost-plugin-dependency-track,,,
2023-06-15,Shared Storage,Shared Storage,0.0025,gb-day,0.008,1.0,mattermost,customer-web-server,,,
2023-06-15,Shared Storage,Shared Storage,1.3433,gb-day,0.008,1.0,mattermost,mattermost-plugin-workflow,,,
2023-06-16,Actions,Compute - UBUNTU_8_CORE,23,minute,0.032,1.0,mattermost,enterprise,toninis,.github/workflows/ci.yml,
2023-06-16,Actions,Compute - UBUNTU,2,minute,0.008,1.0,mattermost,enterprise,toninis,.github/workflows/ci.yml,
