date,product,sku,quantity,unit_type,price_per_unit,multiplier,owner,repository_slug,username,actions_workflow,notes
2023-06-05,Actions,Compute - UBUNTU_8_CORE,125,minute,0.032,1.0,mattermost,mattermost,wiggin77,.github/workflows/server-ci-pr.yml,
2023-06-05,Actions,Compute - UBUNTU_8_CORE,12,minute,0.032,1.0,mattermost,mattermost,sbishel,.github/workflows/esrupgrade.yml,
2023-06-05,Actions,Compute - UBUNTU_8_CORE,252,minute,0.032,1.0,mattermost,mattermost,sbishel,.github/workflows/server-ci-master.yml,
2023-06-05,Actions,Compute - UBUNTU_8_CORE,1,minute,0.032,1.0,mattermost,mattermost,crspeller,.github/workflows/ci.yml,
2023-06-05,Actions,Compute - UBUNTU,3,minute,0.008,1.0,mattermost,mattermost-plugin-broomer,spirosoik,.github/workflows/ci.yml,
2023-06-05,Actions,Compute - UBUNTU,26,minute,0.008,1.0,mattermost,mattermost-plugin-workflow,hanzei,.github/workflows/ci.yml,
2023-06-05,Actions,Compute - UBUNTU,31,minute,0.008,1.0,mattermost,mattermost-plugin-dependency-track,spirosoik,.github/workflows/ci.yml,
2023-06-05,Actions,Compute - UBUNTU,29,minute,0.008,1.0,mattermost,mattermost-plugin-badges,spirosoik,.github/workflows/ci.yml,
2023-06-05,Actions,Compute - UBUNTU_4_CORE,15,minute,0.016,1.0,mattermost,mattermost-plugin-apps,toninis,.github/workflows/ci.yaml,
2023-06-05,Actions,Compute - UBUNTU_8_CORE,12,minute,0.032,1.0,mattermost,mattermost,JulienTant,.github/workflows/esrupgrade.yml,
2023-06-05,Actions,Compute - UBUNTU_8_CORE,257,minute,0.032,1.0,mattermost,mattermost,JulienTant,.github/workflows/server-ci-master.yml,
2023-06-05,Actions,Compute - UBUNTU_8_CORE,342,minute,0.032,1.0,mattermost,mattermost,saturninoabril,.github/workflows/ci.yml,
2023-06-05,Shared Storage,Shared Storage,2.2079,gb-day,0.008,1.0,mattermost,mattermost-plugin-badges,,,
2023-06-05,Shared Storage,Shared Storage,0.0159,gb-day,0.008,1.0,mattermost,customer-web-server,,,
2023-06-05,Shared Storage,Shared Storage,3.9712,gb-day,0.008,1.0,mattermost,mattermost-plugin-dependency-track,,,
2023-06-05,Shared Storage,Shared Storage,1.4316,gb-day,0.008,1.0,mattermost,enterprise,,,
2023-06-05,Shared Storage,Shared Storage,1.2218,gb-day,0.008,1.0,mattermost,mattermost-plugin-workflow,,,
2023-06-06,Actions,Compute - UBUNTU_8_CORE,36,minute,0.032,1.0,mattermost,mattermost,M-ZubairAhmed,.github/workflows/esrupgrade.yml,
2023-06-06,Actions,Compute - UBUNTU_8_CORE,790,minute,0.032,1.0,mattermost,mattermost,M-ZubairAhmed,.github/workflows/server-ci-master.yml,
2023-06-06,Actions,Compute - UBUNTU_8_CORE,249,minute,0.032,1.0,mattermost,mattermost,saturninoabril,.github/workflows/ci.yml,
2023-06-06,Actions,Compute - UBUNTU,203,minute,0.008,1.0,mattermost,customer-web-server,nickmisasi,.github/workflows/ci.yaml,
2023-06-06,Actions,Compute - UBUNTU_8_CORE,795,minute,0.032,1.0,mattermost,mattermost,mattermost-build,.github/workflows/ci.yml,
2023-06-06,Actions,Compute - UBUNTU_8_CORE,242,minute,0.032,1.0,mattermost,mattermost,mgdelacroix,.github/workflows/server-ci-pr.yml,
2023-06-06,Actions,Compute - UBUNTU_8_CORE,12,minute,0.032,1.0,mattermost,mattermost,wiggin77,.github/workflows/esrupgrade.yml,
2023-06-06,Actions,Compute - UBUNTU_8_CORE,267,minute,0.032,1.0,mattermost,mattermost,wiggin77,.github/workflows/server-ci-master.yml,
2023-06-06,Actions,Compute - UBUNTU_8_CORE,122,minute,0.032,1.0,mattermost,mattermost,pvev,.github/workflows/server-ci-pr.yml,
2023-06-06,Actions,Compute - UBUNTU_8_CORE,260,minute,0.032,1.0,mattermost,mattermost,sbishel,.github/workflows/server-ci-pr.yml,
2023-06-06,Actions,Compute - UBUNTU_8_CORE,185,minute,0.032,1.0,mattermost,mattermost,lieut-data,.github/workflows/server-ci-pr.yml,
2023-06-06,Actions,Compute - UBUNTU_8_CORE,15,minute,0.032,1.0,mattermost,mattermost,mattermost-build,.github/workflows/esrupgrade.yml,
2023-06-06,Actions,Compute - UBUNTU_8_CORE,15,minute,0.032,1.0,mattermost,mattermost,amyblais,.github/workflows/esrupgrade.yml,
2023-06-06,Actions,Compute - UBUNTU_8_CORE,118,minute,0.032,1.0,mattermost,mattermost,mattermost-build,.github/workflows/server-ci-pr.yml,
2023-06-06,Actions,Compute - UBUNTU_8_CORE,120,minute,0.032,1.0,mattermost,mattermost,amyblais,.github/workflows/server-ci-master.yml,
2023-06-06,Actions,Compute - UBUNTU_8_CORE,126,minute,0.032,1.0,mattermost,mattermost,hanzei,.github/workflows/server-ci-pr.yml,
2023-06-06,Actions,Compute - UBUNTU_8_CORE,12,minute,0.032,1.0,mattermost,mattermost,hanzei,.github/workflows/esrupgrade.yml,
2023-06-06,Actions,Compute - UBUNTU_8_CORE,267,minute,0.032,1.0,mattermost,mattermost,hanzei,.github/workflows/server-ci-master.yml,
2023-06-06,Actions,Compute - UBUNTU_4_CORE,23,minute,0.016,1.0,mattermost,desktop,devinbinnie,.github/workflows/ci.yaml,
2023-06-06,Actions,Compute - UBUNTU,3,minute,0.008,1.0,mattermost,mattermost-plugin-broomer,spirosoik,.github/workflows/ci.yml,
2023-06-06,Actions,Compute - UBUNTU,26,minute,0.008,1.0,mattermost,mattermost-plugin-workflow,hanzei,.github/workflows/ci.yml,
2023-06-06,Actions,Compute - UBUNTU,32,minute,0.008,1.0,mattermost,mattermost-plugin-dependency-track,spirosoik,.github/workflows/ci.yml,
2023-06-06,Actions,Compute - UBUNTU,29,minute,0.008,1.0,mattermost,mattermost-plugin-badges,spirosoik,.github/workflows/ci.yml,
2023-06-06,Actions,Compute - UBUNTU_4_CORE,14,minute,0.016,1.0,mattermost,mattermost-plugin-apps,toninis,.github/workflows/ci.yaml,
2023-06-06,Actions,Compute - UBUNTU_8_CORE,151,minute,0.032,1.0,mattermost,mattermost,agnivade,.github/workflows/ci.yml,
2023-06-06,Actions,Compute - UBUNTU_8_CORE,126,minute,0.032,1.0,mattermost,mattermost,agnivade,.github/workflows/server-ci-pr.yml,
2023-06-06,Shared Storage,Shared Storage,1.4316,gb-day,0.008,1.0,mattermost,enterprise,,,
2023-06-06,Shared Storage,Shared Storage,3.9579,gb-day,0.008,1.0,mattermost,mattermost-plugin-dependency-track,,,
2023-06-06,Shared Storage,Shared Storage,0.0154,gb-day,0.008,1.0,mattermost,customer-web-server,,,
2023-06-06,Shared Storage,Shared Storage,2.2006,gb-day,0.008,1.0,mattermost,mattermost-plugin-badges,,,
2023-06-06,Shared Storage,Shared Storage,1.24,gb-day,0.008,1.0,mattermost,mattermost-plugin-workflow,,,
2023-06-07,Actions,Compute - UBUNTU,15,minute,0.008,1.0,mattermost,delivery-platform,toninis,.github/workflows/ci.yaml,
2023-06-07,Actions,Compute - UBUNTU,1,minute,0.008,1.0,mattermost,release-iac,phoinixgrr,.github/workflows/terragrunt-hclfmt.yaml,
2023-06-07,Actions,Compute - UBUNTU_8_CORE,518,minute,0.032,1.0,mattermost,mattermost,harshilsharma63,.github/workflows/server-ci-pr.yml,
2023-06-07,Actions,Compute - UBUNTU_8_CORE,571,minute,0.032,1.0,mattermost,mattermost,mattermost-build,.github/workflows/ci.yml,
2023-06-07,Actions,Compute - UBUNTU_8_CORE,24,minute,0.032,1.0,mattermost,mattermost,lieut-data,.github/workflows/esrupgrade.yml,
2023-06-07,Actions,Compute - UBUNTU_8_CORE,241,minute,0.032,1.0,mattermost,mattermost,isacikgoz,.github/workflows/server-ci-pr.yml,
2023-06-07,Actions,Compute - UBUNTU_8_CORE,532,minute,0.032,1.0,mattermost,mattermost,lieut-data,.github/workflows/server-ci-master.yml,
2023-06-07,Actions,Compute - UBUNTU_8_CORE,12,minute,0.032,1.0,mattermost,mattermost,hmhealey,.github/workflows/esrupgrade.yml,
2023-06-07,Actions,Compute - UBUNTU_8_CORE,263,minute,0.032,1.0,mattermost,mattermost,hmhealey,.github/workflows/server-ci-master.yml,
2023-06-07,Actions,Compute - UBUNTU_4_CORE,22,minute,0.016,1.0,mattermost,desktop,mattermost-build,.github/workflows/ci.yaml,
2023-06-07,Actions,Compute - UBUNTU_8_CORE,4,minute,0.032,1.0,mattermost,mattermost,lieut-data,.github/workflows/server-ci-pr.yml,
2023-06-07,Actions,Compute - UBUNTU,21,minute,0.008,1.0,mattermost,customer-web-server,nickmisasi,.github/workflows/ci.yaml,
2023-06-07,Actions,Compute - UBUNTU_8_CORE,12,minute,0.032,1.0,mattermost,mattermost,mattermost-build,.github/workflows/esrupgrade.yml,
2023-06-07,Actions,Compute - UBUNTU_8_CORE,235,minute,0.032,1.0,mattermost,mattermost,mvitale1989,.github/workflows/ci.yml,
2023-06-07,Actions,Compute - UBUNTU_8_CORE,268,minute,0.032,1.0,mattermost,mattermost,mattermost-build,.github/workflows/server-ci-master.yml,
2023-06-07,Actions,Compute - UBUNTU_8_CORE,12,minute,0.032,1.0,mattermost,mattermost,calebroseland,.github/workflows/esrupgrade.yml,
2023-06-07,Actions,Compute - UBUNTU_8_CORE,30,minute,0.032,1.0,mattermost,mattermost,amyblais,.github/workflows/esrupgrade.yml,
2023-06-07,Actions,Compute - UBUNTU_8_CORE,266,minute,0.032,1.0,mattermost,mattermost,calebroseland,.github/workflows/server-ci-master.yml,
2023-06-07,Actions,Compute - UBUNTU_8_CORE,228,minute,0.032,1.0,mattermost,mattermost,amyblais,.github/workflows/server-ci-master.yml,
2023-06-07,Actions,Compute - UBUNTU_8_CORE,30,minute,0.032,1.0,mattermost,mattermost,wiggin77,.github/workflows/server-ci-pr.yml,
2023-06-07,Actions,Compute - UBUNTU_8_CORE,370,minute,0.032,1.0,mattermost,mattermost,mattermost-build,.github/workflows/server-ci-pr.yml,
2023-06-07,Actions,Compute - UBUNTU_8_CORE,12,minute,0.032,1.0,mattermost,mattermost,wiggin77,.github/workflows/esrupgrade.yml,
2023-06-07,Actions,Compute - UBUNTU_8_CORE,276,minute,0.032,1.0,mattermost,mattermost,wiggin77,.github/workflows/server-ci-master.yml,
2023-06-07,Actions,Compute - UBUNTU_8_CORE,163,minute,0.032,1.0,mattermost,mattermost,sbishel,.github/workflows/server-ci-pr.yml,
2023-06-07,Actions,Compute - UBUNTU,3,minute,0.008,1.0,mattermost,mattermost-plugin-broomer,spirosoik,.github/workflows/ci.yml,
2023-06-07,Actions,Compute - UBUNTU,26,minute,0.008,1.0,mattermost,mattermost-plugin-workflow,hanzei,.github/workflows/ci.yml,
2023-06-07,Actions,Compute - UBUNTU,32,minute,0.008,1.0,mattermost,mattermost-plugin-dependency-track,spirosoik,.github/workflows/ci.yml,
2023-06-07,Actions,Compute - UBUNTU,28,minute,0.008,1.0,mattermost,mattermost-plugin-badges,spirosoik,.github/workflows/ci.yml,
2023-06-07,Actions,Compute - UBUNTU_4_CORE,16,minute,0.016,1.0,mattermost,mattermost-plugin-apps,toninis,.github/workflows/ci.yaml,
2023-06-07,Shared Storage,Shared Storage,0.0137,gb-day,0.008,1.0,mattermost,customer-web-server,,,
2023-06-07,Shared Storage,Shared Storage,3.9182,gb-day,0.008,1.0,mattermost,mattermost-plugin-dependency-track,,,
2023-06-07,Shared Storage,Shared Storage,2.1785,gb-day,0.008,1.0,mattermost,mattermost-plugin-badges,,,
2023-06-07,Shared Storage,Shared Storage,1.4316,gb-day,0.008,1.0,mattermost,enterprise,,,
2023-06-07,Shared Storage,Shared Storage,1.2461,gb-day,0.008,1.0,mattermost,mattermost-plugin-workflow,,,
2023-06-08,Actions,Compute - UBUNTU_8_CORE,144,minute,0.032,1.0,mattermost,mattermost,vish9812,.github/workflows/ci.yml,
2023-06-08,Actions,Compute - UBUNTU,103,minute,0.008,1.0,mattermost,enterprise,toninis,.github/workflows/ci.yml,
2023-06-08,Actions,Compute - UBUNTU_8_CORE,124,minute,0.032,1.0,mattermost,mattermost,hanzei,.github/workflows/server-ci-pr.yml,
2023-06-08,Actions,Compute - UBUNTU_8_CORE,176,minute,0.032,1.0,mattermost,mattermost,harshilsharma63,.github/workflows/server-ci-pr.yml,
2023-06-08,Actions,Compute - UBUNTU_8_CORE,42,minute,0.032,1.0,mattermost,enterprise,toninis,.github/workflows/ci.yml,
2023-06-08,Actions,Compute - UBUNTU_8_CORE,12,minute,0.032,1.0,mattermost,mattermost,agarciamontoro,.github/workflows/esrupgrade.yml,
2023-06-08,Actions,Compute - UBUNTU_8_CORE,271,minute,0.032,1.0,mattermost,mattermost,agarciamontoro,.github/workflows/server-ci-master.yml,
2023-06-08,Actions,Compute - UBUNTU_8_CORE,29,minute,0.032,1.0,mattermost,mattermost,mvitale1989,.github/workflows/ci.yml,
2023-06-08,Actions,Compute - UBUNTU_8_CORE,15,minute,0.032,1.0,mattermost,mattermost,mvitale1989,.github/workflows/esrupgrade.yml,
2023-06-08,Actions,Compute - UBUNTU,116,minute,0.008,1.0,mattermost,enterprise,isacikgoz,.github/workflows/ci.yml,
2023-06-08,Actions,Compute - UBUNTU_8_CORE,113,minute,0.032,1.0,mattermost,mattermost,mvitale1989,.github/workflows/server-ci-master.yml,
2023-06-08,Actions,Compute - UBUNTU_8_CORE,336,minute,0.032,1.0,mattermost,mattermost,mattermost-build,.github/workflows/ci.yml,
2023-06-08,Actions,Compute - UBUNTU_8_CORE,105,minute,0.032,1.0,mattermost,enterprise,isacikgoz,.github/workflows/ci.yml,
2023-06-08,Actions,Compute - UBUNTU,42,minute,0.008,1.0,mattermost,enterprise,mattermost-build,.github/workflows/ci.yml,
2023-06-08,Actions,Compute - UBUNTU_8_CORE,120,minute,0.032,1.0,mattermost,mattermost,isacikgoz,.github/workflows/server-ci-pr.yml,
2023-06-08,Actions,Compute - UBUNTU_8_CORE,12,minute,0.032,1.0,mattermost,mattermost,isacikgoz,.github/workflows/esrupgrade.yml,
2023-06-08,Actions,Compute - UBUNTU_8_CORE,275,minute,0.032,1.0,mattermost,mattermost,isacikgoz,.github/workflows/server-ci-master.yml,
2023-06-08,Actions,Compute - UBUNTU_8_CORE,715,minute,0.032,1.0,mattermost,mattermost,lieut-data,.github/workflows/server-ci-pr.yml,
2023-06-08,Actions,Compute - UBUNTU_8_CORE,12,minute,0.032,1.0,mattermost,mattermost,mattermost-build,.github/workflows/esrupgrade.yml,
2023-06-08,Actions,Compute - UBUNTU_8_CORE,117,minute,0.032,1.0,mattermost,mattermost,mattermost-build,.github/workflows/server-ci-master.yml,
2023-06-08,Actions,Compute - UBUNTU_8_CORE,31,minute,0.032,1.0,mattermost,enterprise,mattermost-build,.github/workflows/ci.yml,
2023-06-08,Actions,Compute - UBUNTU_8_CORE,173,minute,0.032,1.0,mattermost,mattermost,agarciamontoro,.github/workflows/server-ci-pr.yml,
2023-06-08,Actions,Compute - UBUNTU_8_CORE,512,minute,0.032,1.0,mattermost,mattermost,sbishel,.github/workflows/server-ci-pr.yml,
2023-06-08,Actions,Compute - UBUNTU_8_CORE,150,minute,0.032,1.0,mattermost,mattermost,agarciamontoro,.github/workflows/ci.yml,
2023-06-08,Actions,Compute - UBUNTU_8_CORE,124,minute,0.032,1.0,mattermost,mattermost,mvitale1989,.github/workflows/server-ci-pr.yml,
2023-06-08,Actions,Compute - UBUNTU_8_CORE,12,minute,0.032,1.0,mattermost,mattermost,JulienTant,.github/workflows/esrupgrade.yml,
2023-06-08,Actions,Compute - UBUNTU_8_CORE,274,minute,0.032,1.0,mattermost,mattermost,JulienTant,.github/workflows/server-ci-master.yml,
2023-06-08,Actions,Compute - UBUNTU_8_CORE,99,minute,0.032,1.0,mattermost,mattermost,asaadmahmood,.github/workflows/server-ci-pr.yml,
2023-06-08,Actions,Compute - UBUNTU_8_CORE,12,minute,0.032,1.0,mattermost,mattermost,hmhealey,.github/workflows/esrupgrade.yml,
2023-06-08,Actions,Compute - UBUNTU_8_CORE,268,minute,0.032,1.0,mattermost,mattermost,hmhealey,.github/workflows/server-ci-master.yml,
2023-06-08,Actions,Compute - UBUNTU,3,minute,0.008,1.0,mattermost,mattermost-plugin-broomer,spirosoik,.github/workflows/ci.yml,
2023-06-08,Actions,Compute - UBUNTU,28,minute,0.008,1.0,mattermost,mattermost-plugin-workflow,hanzei,.github/workflows/ci.yml,
2023-06-08,Actions,Compute - UBUNTU,31,minute,0.008,1.0,mattermost,mattermost-plugin-dependency-track,spirosoik,.github/workflows/ci.yml,
2023-06-08,Actions,Compute - UBUNTU,28,minute,0.008,1.0,mattermost,mattermost-plugin-badges,spirosoik,.github/workflows/ci.yml,
2023-06-08,Actions,Compute - UBUNTU_4_CORE,15,minute,0.016,1.0,mattermost,mattermost-plugin-apps,toninis,.github/workflows/ci.yaml,
2023-06-08,Actions,Compute - UBUNTU_4_CORE,31,minute,0.016,1.0,mattermost,desktop,harshilsharma63,.github/workflows/release.yaml,
2023-06-08,Actions,Compute - UBUNTU_8_CORE,239,minute,0.032,1.0,mattermost,mattermost,agnivade,.github/workflows/server-ci-pr.yml,
2023-06-08,Actions,Compute - UBUNTU,11,minute,0.008,1.0,mattermost,enterprise,agnivade,.github/workflows/ci.yml,
2023-06-08,Shared Storage,Shared Storage,0.0099,gb-day,0.008,1.0,mattermost,customer-web-server,,,
2023-06-08,Shared Storage,Shared Storage,3.9182,gb-day,0.008,1.0,mattermost,mattermost-plugin-dependency-track,,,
2023-06-08,Shared Storage,Shared Storage,1.2643,gb-day,0.008,1.0,mattermost,mattermost-plugin-workflow,,,
2023-06-08,Shared Storage,Shared Storage,5.2436,gb-day,0.008,1.0,mattermost,enterprise,,,
2023-06-08,Shared Storage,Shared Storage,2.1785,gb-day,0.008,1.0,mattermost,mattermost-plugin-badges,,,
2023-06-09,Actions,Compute - UBUNTU,99,minute,0.008,1.0,mattermost,enterprise,mattermost-build,.github/workflows/ci.yml,
2023-06-09,Actions,Compute - UBUNTU,27,minute,0.008,1.0,mattermost,enterprise,toninis,.github/workflows/ci.yml,
2023-06-09,Actions,Compute - UBUNTU,465,minute,0.008,1.0,mattermost,enterprise,isacikgoz,.github/workflows/ci.yml,
2023-06-09,Actions,Compute - UBUNTU_8_CORE,191,minute,0.032,1.0,mattermost,mattermost,mvitale1989,.github/workflows/server-ci-pr.yml,
2023-06-09,Actions,Compute - UBUNTU_8_CORE,30,minute,0.032,1.0,mattermost,enterprise,toninis,.github/workflows/ci.yml,
2023-06-09,Actions,Compute - UBUNTU_8_CORE,12,minute,0.032,1.0,mattermost,mattermost,mgdelacroix,.github/workflows/esrupgrade.yml,
2023-06-09,Actions,Compute - UBUNTU_8_CORE,191,minute,0.032,1.0,mattermost,mattermost,mgdelacroix,.github/workflows/server-ci-master.yml,
2023-06-09,Actions,Compute - UBUNTU_8_CORE,174,minute,0.032,1.0,mattermost,mattermost,nickmisasi,.github/workflows/server-ci-pr.yml,
2023-06-09,Actions,Compute - UBUNTU_8_CORE,104,minute,0.032,1.0,mattermost,enterprise,isacikgoz,.github/workflows/ci.yml,
2023-06-09,Actions,Compute - UBUNTU_8_CORE,427,minute,0.032,1.0,mattermost,mattermost,lieut-data,.github/workflows/server-ci-pr.yml,
2023-06-09,Actions,Compute - UBUNTU_8_CORE,67,minute,0.032,1.0,mattermost,mattermost,mgdelacroix,.github/workflows/server-ci-pr.yml,
2023-06-09,Actions,Compute - UBUNTU_8_CORE,12,minute,0.032,1.0,mattermost,mattermost,agnivade,.github/workflows/esrupgrade.yml,
2023-06-09,Actions,Compute - UBUNTU_8_CORE,64,minute,0.032,1.0,mattermost,mattermost,fmartingr,.github/workflows/server-ci-pr.yml,
2023-06-09,Actions,Compute - UBUNTU_8_CORE,137,minute,0.032,1.0,mattermost,mattermost,agnivade,.github/workflows/server-ci-master.yml,
2023-06-09,Actions,Compute - UBUNTU_8_CORE,68,minute,0.032,1.0,mattermost,mattermost,isacikgoz,.github/workflows/server-ci-pr.yml,
2023-06-09,Actions,Compute - UBUNTU_8_CORE,12,minute,0.032,1.0,mattermost,mattermost,devinbinnie,.github/workflows/esrupgrade.yml,
2023-06-09,Actions,Compute - UBUNTU_8_CORE,144,minute,0.032,1.0,mattermost,mattermost,devinbinnie,.github/workflows/server-ci-master.yml,
2023-06-09,Actions,Compute - UBUNTU_8_CORE,13,minute,0.032,1.0,mattermost,mattermost,amyblais,.github/workflows/esrupgrade.yml,
2023-06-09,Actions,Compute - UBUNTU_8_CORE,114,minute,0.032,1.0,mattermost,mattermost,amyblais,.github/workflows/server-ci-master.yml,
2023-06-09,Actions,Compute - UBUNTU_8_CORE,37,minute,0.032,1.0,mattermost,enterprise,mattermost-build,.github/workflows/ci.yml,
2023-06-09,Actions,Compute - UBUNTU_8_CORE,59,minute,0.032,1.0,mattermost,mattermost,mattermost-build,.github/workflows/server-ci-pr.yml,
2023-06-09,Actions,Compute - UBUNTU_8_CORE,69,minute,0.032,1.0,mattermost,mattermost,crspeller,.github/workflows/server-ci-pr.yml,
2023-06-09,Actions,Compute - UBUNTU_8_CORE,36,minute,0.032,1.0,mattermost,mattermost,hmhealey,.github/workflows/esrupgrade.yml,
2023-06-09,Actions,Compute - UBUNTU_8_CORE,67,minute,0.032,1.0,mattermost,mattermost,marianunez,.github/workflows/server-ci-pr.yml,
2023-06-09,Actions,Compute - UBUNTU_8_CORE,416,minute,0.032,1.0,mattermost,mattermost,hmhealey,.github/workflows/server-ci-master.yml,
2023-06-09,Actions,Compute - UBUNTU_8_CORE,166,minute,0.032,1.0,mattermost,mattermost,hanzei,.github/workflows/server-ci-pr.yml,
2023-06-09,Actions,Compute - UBUNTU_8_CORE,12,minute,0.032,1.0,mattermost,mattermost,isacikgoz,.github/workflows/esrupgrade.yml,
2023-06-09,Actions,Compute - UBUNTU_8_CORE,142,minute,0.032,1.0,mattermost,mattermost,isacikgoz,.github/workflows/server-ci-master.yml,
2023-06-09,Actions,Compute - UBUNTU,3,minute,0.008,1.0,mattermost,mattermost-plugin-broomer,spirosoik,.github/workflows/ci.yml,
2023-06-09,Actions,Compute - UBUNTU,26,minute,0.008,1.0,mattermost,mattermost-plugin-workflow,hanzei,.github/workflows/ci.yml,
2023-06-09,Actions,Compute - UBUNTU,33,minute,0.008,1.0,mattermost,mattermost-plugin-dependency-track,spirosoik,.github/workflows/ci.yml,
2023-06-09,Actions,Compute - UBUNTU,28,minute,0.008,1.0,mattermost,mattermost-plugin-badges,spirosoik,.github/workflows/ci.yml,
2023-06-09,Actions,Compute - UBUNTU_4_CORE,16,minute,0.016,1.0,mattermost,mattermost-plugin-apps,toninis,.github/workflows/ci.yaml,
2023-06-09,Actions,Compute - UBUNTU_8_CORE,12,minute,0.032,1.0,mattermost,mattermost,hanzei,.github/workflows/esrupgrade.yml,
2023-06-09,Actions,Compute - UBUNTU_8_CORE,143,minute,0.032,1.0,mattermost,mattermost,hanzei,.github/workflows/server-ci-master.yml,
2023-06-09,Actions,Compute - UBUNTU_8_CORE,68,minute,0.032,1.0,mattermost,mattermost,harshilsharma63,.github/workflows/server-ci-pr.yml,
2023-06-09,Shared Storage,Shared Storage,2.1785,gb-day,0.008,1.0,mattermost,mattermost-plugin-badges,,,
2023-06-09,Shared Storage,Shared Storage,3.905,gb-day,0.008,1.0,mattermost,mattermost-plugin-dependency-track,,,
2023-06-09,Shared Storage,Shared Storage,1.2643,gb-day,0.008,1.0,mattermost,mattermost-plugin-workflow,,,
2023-06-09,Shared Storage,Shared Storage,0.0044,gb-day,0.008,1.0,mattermost,customer-web-server,,,
2023-06-09,Shared Storage,Shared Storage,14.4866,gb-day,0.008,1.0,mattermost,enterprise,,,
2023-06-10,Actions,Compute - UBUNTU_8_CORE,161,minute,0.032,1.0,mattermost,mattermost,harshilsharma63,.github/workflows/server-ci-pr.yml,
2023-06-10,Actions,Compute - UBUNTU,3,minute,0.008,1.0,mattermost,mattermost-plugin-broomer,spirosoik,.github/workflows/ci.yml,
2023-06-10,Actions,Compute - UBUNTU,26,minute,0.008,1.0,mattermost,mattermost-plugin-workflow,hanzei,.github/workflows/ci.yml,
2023-06-10,Actions,Compute - UBUNTU,32,minute,0.008,1.0,mattermost,mattermost-plugin-dependency-track,spirosoik,.github/workflows/ci.yml,
2023-06-10,Actions,Compute - UBUNTU,28,minute,0.008,1.0,mattermost,mattermost-plugin-badges,spirosoik,.github/workflows/ci.yml,
2023-06-10,Actions,Compute - UBUNTU_4_CORE,16,minute,0.016,1.0,mattermost,mattermost-plugin-apps,toninis,.github/workflows/ci.yaml,
2023-06-10,Actions,Compute - UBUNTU,56,minute,0.008,1.0,mattermost,enterprise,agnivade,.github/workflows/ci.yml,
2023-06-10,Actions,Compute - UBUNTU_8_CORE,12,minute,0.032,1.0,mattermost,mattermost,agnivade,.github/workflows/esrupgrade.yml,
2023-06-10,Actions,Compute - UBUNTU_8_CORE,144,minute,0.032,1.0,mattermost,mattermost,agnivade,.github/workflows/server-ci-master.yml,
2023-06-10,Actions,Compute - UBUNTU_8_CORE,13,minute,0.032,1.0,mattermost,enterprise,agnivade,.github/workflows/ci.yml,
2023-06-10,Shared Storage,Shared Storage,0.0018,gb-day,0.008,1.0,mattermost,customer-web-server,,,
2023-06-10,Shared Storage,Shared Storage,19.703,gb-day,0.008,1.0,mattermost,enterprise,,,
2023-06-10,Shared Storage,Shared Storage,2.1785,gb-day,0.008,1.0,mattermost,mattermost-plugin-badges,,,
2023-06-10,Shared Storage,Shared Storage,1.2704,gb-day,0.008,1.0,mattermost,mattermost-plugin-workflow,,,
2023-06-10,Shared Storage,Shared Storage,3.8653,gb-day,0.008,1.0,mattermost,mattermost-plugin-dependency-track,,,
2023-06-11,Actions,Compute - UBUNTU_8_CORE,56,minute,0.032,1.0,mattermost,mattermost,mattermost-build,.github/workflows/server-ci-pr.yml,
2023-06-11,Actions,Compute - UBUNTU,3,minute,0.008,1.0,mattermost,mattermost-plugin-broomer,spirosoik,.github/workflows/ci.yml,
2023-06-11,Actions,Compute - UBUNTU,28,minute,0.008,1.0,mattermost,mattermost-plugin-workflow,hanzei,.github/workflows/ci.yml,
2023-06-11,Actions,Compute - UBUNTU,31,minute,0.008,1.0,mattermost,mattermost-plugin-dependency-track,spirosoik,.github/workflows/ci.yml,
2023-06-11,Actions,Compute - UBUNTU,28,minute,0.008,1.0,mattermost,mattermost-plugin-badges,spirosoik,.github/workflows/ci.yml,
2023-06-11,Actions,Compute - UBUNTU_4_CORE,15,minute,0.016,1.0,mattermost,mattermost-plugin-apps,toninis,.github/workflows/ci.yaml,
2023-06-11,Actions,Compute - UBUNTU_8_CORE,47,minute,0.032,1.0,mattermost,mattermost,agnivade,.github/workflows/server-ci-pr.yml,
2023-06-11,Actions,Compute - UBUNTU,7,minute,0.008,1.0,mattermost,enterprise,agnivade,.github/workflows/ci.yml,
2023-06-11,Shared Storage,Shared Storage,1.2886,gb-day,0.008,1.0,mattermost,mattermost-plugin-workflow,,,
2023-06-11,Shared Storage,Shared Storage,2.1785,gb-day,0.008,1.0,mattermost,mattermost-plugin-badges,,,
2023-06-11,Shared Storage,Shared Storage,19.7032,gb-day,0.008,1.0,mattermost,enterprise,,,
2023-06-11,Shared Storage,Shared Storage,0.0017,gb-day,0.008,1.0,mattermost,customer-web-server,,,
2023-06-11,Shared Storage,Shared Storage,3.8653,gb-day,0.008,1.0,mattermost,mattermost-plugin-dependency-track,,,
2023-06-12,Actions,Compute - UBUNTU_8_CORE,152,minute,0.032,1.0,mattermost,mattermost,agnivade,.github/workflows/server-ci-pr.yml,
2023-06-12,Actions,Compute - UBUNTU,75,minute,0.008,1.0,mattermost,enterprise,agnivade,.github/workflows/ci.yml,
